distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period)
0.86025641,54,27,15.8,4,10,83,6,29.86
0.185763889,48,30,4.1,1,2.5,96,3,30.2
0.161137441,63,28,13,2,10,68,13,29.98
0.801897983,63,27,13.5,4,10,84,13,29.99
0.411856474,49,22,7.7,3,10,96,6,30.14
0.931240658,57,17,14.6,4,9,93,0,30.02
0.928464978,55,27,5.3,4,6,90,10,30.15
0.261904762,63,27,16,2,10,53,24,29.94
0.889684814,52,28,6.3,1,10,86,6,30.1
0.487058824,58,27,16.6,3,10,48,18,30.06
0.707213579,50,28,5.9,1,10,73,3,30.04
0.784182306,62,28,9.9,0,10,80,9,30
0.403669725,51,18,11.8,4,10,80,11,29.79
0.734082397,63,29,14.7,3,10,81,14,29.89
0.166037736,63,29,9.8,1,10,70,6,29.99
0.18328841,55,27,16.1,2,10,67,11,30.17
0.131623932,56,8,6.9,0,10,69,10,30.53
0.10745234,49,6,6.4,1,10,49,6,30.27
0.266349584,64,27,11.5,1,10,61,17,29.97
0.306740028,59,28,12.4,2,10,70,24,29.97
0.051162791,60,26,13.6,1,10,61,18,29.91
0.59566787,67,30,9.8,0,10,84,3,30
0.580116959,63,30,13,4,10,90,6,30
0.162468514,52,27,17.2,1,10,59,3,30.28
0.408616188,53,28,6,0,10,77,0,30.04
1.047619048,47,32,6.6,0,10,54,7,30.26
0.050808314,64,30,13.1,1,10,51,16,29.88
0.133105802,48,3,2.7,1,10,77,3,30.51
0.204180064,62,30,5.2,0,10,75,0,30.16
0.540612517,54,28,19.6,0,10,69,23,29.95
0.164197531,62,29,11.5,1,9,73,13,29.88
0.050400916,73,30,10.4,0,10,33,13,29.83
0.295483871,56,21,9.6,3,10,65,16,30.06
0.154313487,54,27,15.2,1,10,55,17,30.2
0.790945406,60,28,11.7,3,10,86,9,29.9
0.179310345,49,17,3.5,4,10,80,3,30.26
0.087520259,55,28,8.5,3,10,72,9,30.09
1.141361257,43,29,8.4,0,10,68,14,29.92
0.142857143,52,27,7.3,3,10,69,5,30.16
0.600985222,53,27,24.4,4,10,74,21,29.97
0.794168096,48,4,3.8,1,10,89,0,30.2
0.582753825,66,29,10.7,1,10,90,15,29.92
0.987915408,58,27,13.3,3,10,83,14,30.12
0.82547993,47,20,8.7,3,10,74,9,30.17
0.371601208,58,27,13.3,2,10,70,17,30.16
0.27798278,62,29,14.2,1,10,73,25,29.86
0.178694158,49,1,3.8,1,5,80,0,30.23
0.375743163,64,27,11.5,4,10,84,6,30.01
0.402597403,52,27,7.3,3,10,62,10,30.13
0.051886792,63,26,11.6,1,10,66,18,29.95
1.066086957,50,34,4.6,1,10,89,0,30.21
0.442280946,59,20,8.6,4,10,96,7,30.22
0.275274056,67,28,21.2,1,10,48,26,29.93
0.727272727,52,26,18,2,10,77,31,30.13
0.162454874,67,30,9.8,1,8,73,5,30.02
0.352468427,60,30,11.4,1,10,75,0,29.89
0.203125,51,12,4,0,8,51,3,30.32
0.761658031,56,18,9.9,4,10,80,9,29.95
0.46031746,64,27,11,1,10,70,14,29.97
0.77056962,62,23,8.1,3,10,87,3,30.06
0.105354059,50,27,6.6,4,2.5,86,0,30.15
0.735403727,74,29,6.7,1,10,35,8,29.87
0.919332406,66,29,10.7,0,10,81,6,29.91
0.471461187,58,27,11.8,3,9,80,13,29.93
0.773519164,57,27,12.3,1,10,74,8,29.94
0.463276836,62,26,14,3,10,72,14,29.92
0.063532402,55,27,19.6,3,10,60,21,30.07
0.443609023,59,29,10.3,2,10,90,10,30.02
0.756482525,59,26,18.8,1,10,77,31,29.72
0.448854962,69,31,4.3,0,10,65,5,30.04
0.41292876,56,27,19.3,2,10,77,14,30.01
0.911144578,56,27,11.5,4,10,83,10,30.1
0.79342723,62,27,12.8,4,10,87,11,29.89
0.453900709,48,27,6.3,0,10,77,6,30.18
0.432343234,52,27,10,4,10,90,10,30.14
0.91942446,52,28,12.6,1,10,80,11,30.11
0.694411415,64,27,11.5,4,10,87,17,29.99
0.148584906,56,27,19,1,10,56,15,30.07
1.029801325,54,32,2.7,4,7,75,7,30.01
0.96803653,50,7,3.8,2,10,77,0,30.2
0.780600462,64,30,13.1,2,10,90,10,29.9
0.878787879,63,21,10.5,3,10,84,7,29.76
0.484210526,71,30,6.4,0,10,40,18,29.85
0.16091954,47,32,6.6,1,10,66,5,30.1
0.105678233,63,16,12.8,4,4,90,15,29.93
0.172932331,59,29,10.3,2,10,68,6,30.07
0.146258503,63,27,16,2,10,61,17,29.98
0.105172414,54,15,3.5,1,6,72,6,30.23
0.755932203,63,26,16.3,4,10,75,14,29.96
1.138408304,50,33,4.9,0,10,86,3,30.09
0.17147708,61,13,5.3,0,10,35,7,30.27
0.82547993,49,26,9.2,1,10,71,10,30.34
0.70310192,64,28,6.4,0,10,49,5,30.22
0.710814095,71,29,12.5,1,10,73,10,29.96
0.664036077,59,26,18.8,1,10,77,32,29.8
1.062068966,49,17,3.5,4,9,86,0,30.25
0.132911392,55,32,5.3,3,10,83,3,29.89
0.939534884,55,29,9,2,10,90,14,30.18
1.140625,50,29,4.9,2,9,90,11,30
0.258173619,62,26,14,3,10,70,20,29.91
0.127806563,44,30,5.2,2,10,61,0,30.09
0.279569892,64,28,10.1,3,10,71,16,30.12
0.668984701,66,29,10.7,0,9,87,7,29.9
0.660273973,63,27,14.4,3,10,81,13,29.96
0.191135734,58,28,9,3,10,75,6,30.31
0.60391198,63,26,19.3,2,10,72,24,29.95
0.560090703,64,27,11,4,10,83,8,29.97
0.818336163,56,29,7.2,4,10,80,10,30.15
0.141833811,52,28,6.3,1,10,75,3,30.12
0.737458194,55,13,1.5,0,10,77,0,30.15
0.261072261,59,26,13.1,1,10,68,22,29.94
0.489655172,49,17,3.5,3,10,80,0,30.25
0.687845304,58,29,8,2,10,93,6,30.22
0.152827918,59,23,9.8,4,10,81,15,30.13
0.261312217,62,26,11.2,3,10,61,16,29.92
0.401041667,77,29,8.5,0,10,61,0,29.8
1.136206897,51,3,3.6,1,10,80,0,30.18
0.050691244,62,30,13.7,1,10,57,17,29.98
0.665217391,50,18,7.9,3,10,71,9,30.05
0.688253012,55,14,6.9,4,10,78,24,29.93
0.145977011,60,30,10.5,1,10,59,9,29.91
0.127853881,50,7,3.8,3,10,83,8,30.25
0.051282051,59,26,13.1,1,10,61,18,29.96
0.834987593,64,28,12.3,2,10,84,0,29.86
0.570422535,60,27,21.5,2,10,86,16,30.06
0.678470255,66,29,7.8,1,10,78,5,29.99
0.273684211,71,30,6.4,1,10,31,14,29.85
0.148984199,66,30,11.5,0,10,65,5,29.73
0.978583196,69,14,5,1,10,45,11,30.1
0.151755379,64,29,12.3,1,10,68,10,29.88
0.694835681,46,22,10.4,1,10,73,3,30.13
0.468181818,62,27,8.6,3,10,72,13,29.94
0.063010502,74,30,9,1,10,26,15,29.87
0.808013356,57,27,6.6,0,10,78,10,30.21
0.961810467,50,28,5.9,3,10,73,0,30.07
0.743686869,62,30,12.1,1,10,93,15,30.04
0.133333333,53,13,7.5,3,10,80,6,29.81
0.155637255,55,26,14.8,1,10,62,3,30.07
0.379254457,55,28,8.5,3,10,90,9,30.07
0.487364621,67,30,9.8,2,9,78,18,29.94
0.330567082,66,29,10.1,1,10,49,16,29.89
0.51964512,50,29,26.6,2,10,68,32,29.92
1.123263889,48,30,4.1,4,10,90,5,30.18
0.163240629,73,30,10.3,1,10,66,5,29.94
0.697183099,60,27,21.5,3,10,90,14,30.03
0.465437788,62,30,13.7,1,10,78,18,29.95
0.438983051,55,9,2.3,0,10,89,0,30.22
0.458528951,59,16,8.6,3,7,86,0,29.85
0.103092784,53,33,3.7,4,1.5,100,3,30.2
0.056433409,62,27,11.2,3,10,63,15,29.95
0.298835705,73,29,7.9,0,10,27,20,29.81
0.175738725,58,29,10.4,4,2,93,0,30.22
1.019639935,47,36,6,0,10,52,15,30.31
0.05530474,66,29,11,1,10,54,21,29.84
0.125217391,51,30,3.2,3,6,90,5,30.3
1.032414911,52,29,4.8,1,8,93,11,30.21
0.559456399,64,29,12.3,4,10,83,8,29.85
0.285356696,62,28,11.6,2,10,65,29,29.91
0.199146515,49,29,13.2,1,10,48,11,30.12
0.662528217,63,29,9.8,0,10,80,8,29.9
0.725862069,51,3,3.6,0,10,74,0,30.21
0.300132802,57,32,15.4,1,10,51,23,30.05
0.410810811,62,24,9.6,4,10,70,3,30.03
0.683179724,56,28,10.6,2,10,80,5,29.91
0.376623377,52,27,7.3,3,10,77,6,30.14
0.435294118,63,32,13.4,0,10,34,9,30.15
0.733118971,54,7,1.8,0,10,65,0,30.15
0.457098284,56,30,8.3,1,7,100,9,30.08
0.556571429,61,26,11.2,4,10,80,6,30
0.546684709,52,27,10.7,2,10,80,22,30.17
1.084602369,56,13,3.2,0,10,59,3,30.15
0.436454849,55,13,1.5,1,10,86,0,30.15
0.715855573,48,29,16.2,1,10,68,21,30.04
0.19895288,43,29,8.4,1,10,44,5,29.96
